matchResult,redCards,yellowCards,possession,shootTotal,goalTotal,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,passTry,passRate,shortPassSuccess,shortpassRate,longpassSuccess,longpassRate,tackleTry,tackleSuccess,shootSetPiece,shootPenaltyKick,effectiveShootTotal,goalPenaltyKick,ownGoal
0,0,0,48,0,0,0,0,0,0,91,0.923076923,64,0.96969697,2,0.4,8,7,0,0,0,0,0
0,0,0,57,4,1,4,1,0,0,153,0.947712418,102,0.980769231,2,0.5,6,5,3,0,2,0,0
0,0,0,51,6,0,4,0,2,0,91,0.923076923,60,1,3,0.375,8,5,1,0,5,0,1
0,0,1,54,8,1,7,1,1,0,144,0.909722222,105,0.954545455,1,0.166666667,9,7,3,0,7,0,0
3,0,0,57,5,4,4,3,1,1,102,0.950980392,75,1,1,0.25,5,3,1,0,4,0,0
3,0,0,57,9,4,9,4,0,0,111,0.972972973,86,0.988505747,1,0.5,6,4,1,0,7,0,0
0,0,0,52,4,2,3,2,0,0,101,0.930693069,71,0.97260274,2,0.333333333,13,9,1,0,2,0,0
3,0,1,50,2,1,1,1,1,0,92,0.891304348,63,0.940298507,1,0.333333333,13,11,1,0,2,0,0
1,0,0,48,5,2,4,2,1,0,83,0.939759036,63,0.969230769,0,0,10,7,0,0,5,0,0
0,0,1,58,5,1,3,1,1,0,117,0.974358974,85,1,2,0.5,5,4,0,1,2,0,0
3,0,0,58,5,1,4,1,1,0,124,0.935483871,81,0.987804878,0,0,11,8,2,0,3,0,0
0,0,0,49,2,0,1,0,1,0,156,0.935897436,123,0.984,0,0,14,11,0,0,1,0,0
0,0,0,51,6,2,5,2,1,0,114,0.947368421,81,0.975903614,1,0.25,14,6,2,0,3,0,0
3,0,0,44,9,1,7,1,2,0,115,0.895652174,77,0.950617284,3,0.428571429,12,9,2,0,8,0,0
0,0,0,47,4,1,3,1,1,0,99,0.949494949,68,0.985507246,1,0.333333333,10,6,1,0,4,0,0
3,0,0,55,7,3,4,2,3,1,138,0.927536232,90,1,2,0.222222222,6,6,3,0,4,0,0
3,0,0,46,8,2,7,2,1,0,114,0.912280702,76,0.974358974,5,0.625,12,8,3,0,6,0,0
0,0,0,52,2,0,1,0,1,0,130,0.892307692,82,0.987951807,4,0.307692308,20,14,2,0,1,0,0
0,0,0,49,7,0,4,0,3,0,98,0.948979592,70,0.972222222,2,0.4,10,5,2,0,1,0,0
0,0,0,43,3,1,3,1,0,0,78,0.897435897,47,0.979166667,4,1,11,8,1,0,3,0,0
0,0,1,49,2,1,2,1,0,0,132,0.939393939,102,0.980769231,2,0.333333333,14,10,0,0,1,0,0
3,0,0,53,9,3,7,3,1,0,111,0.954954955,82,0.976190476,1,1,7,7,0,0,6,0,0
0,0,0,47,5,1,4,1,1,0,93,0.935483871,72,1,0,0,11,7,2,0,3,0,0
3,0,0,48,6,2,4,1,1,1,136,0.926470588,93,0.948979592,1,0.333333333,10,9,1,0,5,0,0
0,0,0,40,2,0,1,0,1,0,81,0.864197531,52,0.962962963,1,0.111111111,17,12,4,0,2,0,0
0,0,0,52,2,0,2,0,0,0,101,0.96039604,72,0.96,1,0.5,12,10,0,0,1,0,0
0,0,0,53,6,0,4,0,2,0,119,0.957983193,88,0.988764045,2,0.5,11,11,2,0,3,0,0
0,0,0,40,2,0,2,0,0,0,75,0.906666667,44,0.897959184,2,0.666666667,20,14,1,0,1,0,0
3,0,0,52,6,1,5,1,1,0,110,0.963636364,77,1,2,0.666666667,5,4,1,0,3,0,0
1,0,1,46,1,1,0,0,1,1,77,0.922077922,49,0.942307692,0,0,14,9,0,0,1,0,0
0,0,0,47,3,0,2,0,1,0,90,0.944444444,66,0.970588235,4,0.666666667,17,15,0,0,2,0,0
3,0,0,51,5,2,5,2,0,0,96,0.916666667,67,1,2,0.5,14,12,0,0,4,0,0
3,0,0,41,9,4,6,4,3,0,110,0.972727273,77,0.987179487,2,1,16,9,2,0,6,0,0
3,0,0,50,2,1,2,1,0,0,122,0.942622951,90,0.967741935,1,0.333333333,18,13,1,0,2,0,0
3,0,0,55,7,2,3,1,4,1,92,0.945652174,69,0.958333333,1,0.5,5,3,1,0,5,0,0
3,0,0,46,8,2,5,1,2,1,112,0.919642857,84,0.954545455,2,0.5,15,12,5,1,6,0,0
3,0,0,55,6,1,4,0,2,1,142,0.936619718,100,0.980392157,1,0.25,12,9,3,0,3,0,0
0,0,0,51,1,1,1,1,0,0,123,0.926829268,96,0.96969697,0,0,10,10,0,0,1,0,0
3,0,0,49,6,0,4,0,2,0,131,0.938931298,91,0.978494624,3,0.6,12,10,4,0,4,0,0
3,0,0,48,5,2,5,2,0,0,88,0.863636364,57,0.890625,1,0.25,9,7,3,0,4,0,0
0,0,0,43,6,1,5,1,1,0,83,0.927710843,58,0.983050847,3,0.375,9,6,4,0,2,0,0
0,0,0,48,7,1,5,1,2,0,89,0.921348315,60,0.952380952,1,0.25,5,3,1,0,3,0,0
3,0,0,40,5,2,5,2,0,0,79,0.936708861,57,1,1,0.333333333,11,9,2,0,5,0,0
3,0,0,51,6,3,4,2,1,1,98,0.959183673,79,1,0,0,9,4,1,1,6,0,0
0,0,0,48,5,0,4,0,1,0,93,0.956989247,58,0.983050847,6,0.666666667,12,6,1,0,2,0,0
3,0,0,51,4,2,1,2,2,0,106,0.962264151,80,0.987654321,0,0,10,6,1,0,3,0,0
3,0,0,47,4,2,3,2,1,0,83,0.891566265,54,0.931034483,1,0.333333333,11,10,0,0,2,0,0
0,0,0,58,3,1,3,1,0,0,102,0.941176471,78,0.987341772,0,0,5,4,0,0,1,0,0
3,0,0,51,5,3,2,1,3,2,88,0.977272727,69,1,0,0,10,7,1,0,5,0,0
1,0,0,44,3,2,3,2,0,0,90,0.922222222,57,1,2,0.4,12,7,2,0,3,0,0
3,0,0,49,5,4,4,3,0,0,85,0.964705882,62,0.984126984,0,0,17,12,1,1,4,1,0
1,0,0,55,5,0,2,0,3,0,98,0.948979592,65,0.984848485,1,0.333333333,11,8,2,0,2,0,0
0,0,0,51,1,0,0,0,1,0,103,0.932038835,75,0.986842105,2,0.5,9,7,0,0,0,0,0
0,0,0,50,4,1,2,1,2,0,145,0.937931034,103,0.953703704,0,0,10,7,2,0,3,0,0
3,0,0,53,4,3,3,2,1,1,105,0.942857143,78,0.987341772,3,0.6,15,11,0,0,3,0,0
3,0,0,46,5,4,2,2,0,1,86,0.930232558,61,0.983870968,2,0.5,12,9,1,2,5,1,0
3,0,0,41,3,2,3,2,0,0,66,0.909090909,49,0.942307692,1,0.333333333,9,6,0,0,2,0,0
0,0,0,53,3,1,2,1,1,0,144,0.958333333,111,1,1,0.25,12,8,1,0,2,0,0
3,0,0,52,3,1,2,1,1,0,122,0.975409836,89,0.967391304,2,1,14,12,1,0,2,0,0
0,0,0,45,2,0,1,0,1,0,87,0.954022989,67,0.957142857,0,0,9,8,0,0,1,0,0
3,0,1,61,9,2,6,2,3,0,120,0.941666667,97,0.97979798,0,0,4,3,4,0,6,0,0
0,0,0,52,5,3,3,2,2,1,154,0.928571429,106,0.972477064,1,0.25,10,8,1,0,4,0,0
3,0,1,51,9,5,6,2,3,3,107,0.971962617,75,0.974025974,7,1,10,5,1,0,7,0,0
0,0,0,43,4,1,3,0,1,1,91,0.868131868,63,0.969230769,2,0.285714286,7,4,2,0,3,0,0
0,0,0,50,2,0,2,0,0,0,91,0.923076923,62,1,1,0.166666667,13,12,2,0,1,0,0
0,0,3,53,1,1,1,1,0,0,106,0.943396226,83,0.976470588,1,0.5,10,7,0,0,1,0,0
0,0,0,48,4,1,4,1,0,0,124,0.911290323,87,1,1,0.142857143,15,11,1,0,2,0,0
3,0,0,55,7,1,5,0,2,1,112,0.9375,79,0.951807229,0,0,5,5,1,0,3,0,0
0,0,0,48,3,0,3,0,0,0,86,0.918604651,60,1,4,0.4,12,9,4,0,3,0,0
3,0,0,46,4,1,4,1,0,0,89,0.921348315,64,0.984615385,1,0.25,13,9,3,0,4,0,0
1,0,0,50,4,1,2,1,2,0,94,0.914893617,69,0.958333333,2,0.333333333,13,11,1,0,4,0,0
3,0,0,53,12,2,11,1,0,0,81,0.87654321,49,0.98,2,0.285714286,5,3,4,1,8,1,0
3,0,0,51,6,3,5,3,1,0,135,0.948148148,93,0.978947368,1,0.333333333,7,6,0,0,4,0,0
1,0,1,57,8,2,7,2,1,0,112,0.9375,73,0.973333333,6,0.6,8,5,4,0,7,0,0
3,0,0,44,2,1,1,0,1,1,91,0.868131868,55,0.948275862,1,0.333333333,11,8,0,0,2,0,0
3,0,0,48,4,2,3,1,1,1,94,0.936170213,66,0.985074627,2,0.666666667,8,6,1,0,2,0,0
0,0,1,49,3,0,2,0,1,0,85,0.917647059,55,0.964912281,0,0,12,5,0,0,3,0,0
0,0,0,48,6,1,4,1,2,0,89,0.943820225,53,0.963636364,2,0.5,8,4,1,0,4,0,0
3,0,0,42,3,2,2,2,1,0,103,0.902912621,71,0.97260274,0,0,10,8,1,0,2,0,0
0,0,0,45,8,0,5,0,3,0,77,0.883116883,48,0.96,2,0.333333333,8,5,3,0,3,0,0
3,0,0,55,6,3,6,3,0,0,94,0.925531915,64,0.984615385,2,0.4,9,7,1,0,4,0,0
3,0,0,45,5,3,5,3,0,0,86,0.918604651,61,0.953125,1,0.333333333,10,8,1,0,5,0,0
0,0,0,51,2,0,1,0,1,0,110,0.963636364,85,1,1,0.25,12,10,0,0,0,0,0
3,0,0,52,4,1,4,1,0,0,101,0.891089109,66,0.970588235,1,0.166666667,5,3,2,0,3,0,0
3,0,0,58,4,1,3,1,1,0,121,0.925619835,92,0.968421053,1,0.25,4,4,2,0,4,0,0
3,0,0,49,5,2,4,1,0,0,109,0.917431193,75,0.986842105,1,0.25,13,8,3,1,4,1,0
3,0,1,55,5,1,5,1,0,0,160,0.95625,116,0.991452991,3,0.428571429,19,14,3,0,3,0,0
3,0,0,46,6,2,4,1,2,1,86,0.930232558,59,0.983333333,0,0,15,13,0,0,4,0,0
3,0,0,47,3,1,1,0,2,1,81,0.950617284,66,0.985074627,1,0.5,9,5,1,0,2,0,0
0,0,0,59,5,1,2,1,3,0,109,0.963302752,76,0.987012987,1,0.333333333,18,9,0,0,3,0,0
0,0,0,54,5,2,5,2,0,0,150,0.92,110,0.964912281,2,0.333333333,14,12,2,0,2,0,0
0,0,0,56,3,0,3,0,0,0,114,0.947368421,84,0.988235294,3,0.428571429,11,5,1,0,2,0,0
3,0,0,45,11,5,8,4,2,0,80,0.95,55,0.982142857,1,0.25,14,7,2,1,7,1,0
0,0,1,44,1,0,1,0,0,0,73,0.849315068,40,0.975609756,1,0.142857143,16,15,0,0,0,0,0
0,0,0,56,6,0,6,0,0,0,98,0.897959184,62,0.953846154,3,0.375,6,6,3,0,5,0,0
1,0,0,52,4,1,4,1,0,0,99,0.888888889,64,0.955223881,2,0.25,12,9,4,0,2,0,1
3,0,0,52,13,5,9,3,4,2,98,0.897959184,69,0.971830986,2,0.333333333,7,5,4,0,8,0,0
1,0,1,51,5,1,3,1,2,0,106,0.952830189,74,0.986666667,1,0.2,11,6,1,0,4,0,0
0,0,0,44,1,0,1,0,0,0,85,0.929411765,64,0.984615385,2,0.333333333,14,11,1,0,1,0,0
0,0,0,44,1,1,1,1,0,0,75,0.946666667,57,0.982758621,1,1,15,9,0,0,1,0,0
3,0,0,43,5,2,3,1,2,1,73,0.904109589,49,1,2,0.5,14,12,3,0,4,0,0
0,0,0,48,1,1,0,0,0,0,90,0.944444444,65,0.984848485,2,0.4,6,5,0,1,1,1,0
3,0,0,50,5,2,4,1,1,1,101,0.910891089,69,0.971830986,1,0.2,9,6,2,0,5,0,0
3,0,0,52,7,1,3,0,4,1,91,0.934065934,62,0.984126984,2,0.333333333,12,8,2,0,4,0,0
3,0,1,49,5,2,4,1,1,1,125,0.96,99,1,1,0.25,13,9,0,0,4,0,0
3,0,0,43,6,2,4,2,1,0,77,0.935064935,49,0.98,3,0.5,10,7,1,0,4,0,0
3,0,0,49,6,2,5,2,1,0,93,0.924731183,57,0.95,5,0.714285714,10,9,2,0,4,0,0
3,0,0,48,3,1,2,1,1,0,96,0.895833333,69,0.932432432,1,0.25,10,7,1,0,3,0,0
3,0,0,46,4,2,3,2,1,0,88,0.965909091,66,1,0,0,15,8,0,0,4,0,0
3,0,0,55,5,4,4,3,0,1,94,0.936170213,63,0.984375,2,0.4,10,8,2,0,5,0,0
0,0,0,46,3,2,2,1,0,0,78,0.91025641,53,0.981481481,1,0.333333333,13,11,1,1,3,1,0
3,0,1,50,4,2,3,1,1,1,73,0.945205479,54,0.981818182,3,0.6,12,9,1,0,4,0,0
0,0,1,46,5,1,4,0,1,1,85,0.847058824,54,0.947368421,1,0.125,8,5,4,0,3,0,0
0,1,0,53,2,0,2,0,0,0,95,0.926315789,70,1,2,0.25,15,12,2,0,2,0,0
3,0,1,48,5,3,4,3,1,0,86,0.953488372,63,0.984375,1,0.333333333,12,10,1,0,5,0,0
1,0,1,52,5,1,5,1,0,0,105,0.933333333,66,0.956521739,3,0.6,11,7,1,0,2,0,0
1,0,0,53,6,1,5,0,1,1,94,0.914893617,61,0.968253968,5,0.555555556,7,5,2,0,6,0,0
0,0,0,46,4,1,4,1,0,0,81,0.888888889,60,1,1,0.125,9,9,2,0,4,0,0
3,0,1,48,5,2,3,1,2,1,74,0.945945946,52,0.981132075,1,0.25,10,7,0,0,5,0,0
1,0,0,48,6,1,6,1,0,0,90,0.922222222,58,0.950819672,2,1,6,6,1,0,5,0,0
1,0,0,51,4,1,4,1,0,0,103,0.883495146,68,0.957746479,1,0.166666667,7,7,2,0,4,0,0
0,0,0,58,6,1,4,1,2,0,108,0.916666667,72,0.972972973,5,0.5,4,3,2,0,4,0,0
0,0,0,54,6,2,5,2,1,0,94,0.914893617,62,0.96875,3,0.333333333,11,8,1,0,4,0,0
0,0,0,47,7,1,4,0,3,1,98,0.908163265,61,0.938461538,2,0.333333333,14,13,3,0,5,0,0
0,0,0,53,6,0,6,0,0,0,92,0.891304348,62,0.984126984,4,0.4,7,6,2,0,3,0,0
1,0,1,62,5,1,4,1,1,0,139,0.949640288,106,0.990654206,1,0.333333333,6,5,0,0,3,0,0
3,0,0,53,5,3,3,2,2,1,106,0.962264151,81,1,2,0.666666667,14,8,0,0,5,0,0
0,0,1,49,3,0,3,0,0,0,84,0.916666667,57,0.982758621,0,0,9,4,1,0,2,0,0
3,0,0,44,3,1,2,1,1,0,81,0.87654321,49,0.942307692,0,0,7,5,0,0,2,0,0
3,0,0,49,7,3,6,3,1,0,85,0.917647059,55,0.982142857,1,0.25,11,10,2,0,6,0,0
0,0,0,59,7,0,5,0,2,0,113,0.867256637,76,0.974358974,3,0.272727273,7,6,4,0,7,0,0
0,0,0,53,5,2,2,2,2,0,115,0.930434783,81,0.964285714,3,0.6,11,8,0,0,5,0,0
3,0,0,59,4,1,2,0,2,1,96,0.958333333,78,0.987341772,1,0.5,9,7,0,0,2,0,0
0,1,0,46,2,1,1,0,1,1,90,0.844444444,54,0.964285714,1,0.125,6,4,2,0,2,0,0
3,0,0,42,3,3,2,2,1,1,77,0.961038961,54,1,3,0.75,11,8,0,0,3,0,0
3,0,0,48,4,2,3,2,1,0,80,0.925,60,0.983606557,2,0.666666667,8,6,1,0,3,0,0
3,0,0,44,5,3,4,2,1,1,89,0.876404494,61,0.968253968,1,0.25,12,10,1,0,5,0,0
3,0,0,53,9,1,8,1,1,0,90,0.911111111,58,0.966666667,5,0.555555556,15,12,5,0,3,0,0
0,0,0,46,1,0,1,0,0,0,82,0.890243902,51,0.980769231,1,0.25,12,7,0,0,0,0,0
3,0,0,52,3,3,3,3,0,0,109,0.944954128,86,0.966292135,0,0,6,4,0,0,3,0,1
1,0,0,54,2,1,1,1,0,0,97,0.93814433,66,0.956521739,2,0.5,11,7,0,0,1,0,0
0,0,0,49,3,0,3,0,0,0,86,0.930232558,57,0.982758621,1,0.333333333,8,6,0,0,1,0,0
1,0,1,47,0,0,0,0,0,0,79,0.886075949,57,0.966101695,1,0.25,14,8,1,0,0,0,0
3,0,1,54,1,1,1,1,0,0,117,0.965811966,93,0.989361702,0,0,14,8,0,0,1,0,0
3,0,0,48,8,3,6,2,1,1,81,0.925925926,55,0.982142857,5,0.625,9,8,2,0,5,0,0
3,0,0,53,4,1,3,1,1,0,106,0.943396226,76,0.987012987,1,0.25,9,7,1,0,4,0,0
3,0,0,50,3,2,3,2,0,0,97,0.886597938,62,0.96875,1,0.2,17,15,2,0,2,0,0
0,0,1,51,0,0,0,0,0,0,112,0.9375,83,0.965116279,3,0.6,13,11,1,0,0,0,0
0,0,1,48,3,2,2,2,1,0,135,0.933333333,93,0.989361702,1,0.2,16,13,0,0,2,0,0
0,0,0,59,9,0,8,0,1,0,119,0.924369748,80,0.975609756,2,0.4,13,8,2,0,5,0,0
0,0,0,48,3,1,3,1,0,0,93,0.935483871,61,0.983870968,1,0.25,5,3,0,0,3,0,0
0,0,0,52,4,2,4,2,0,0,109,0.908256881,74,0.973684211,3,0.428571429,9,6,1,0,2,0,0
0,0,0,53,1,1,1,1,0,0,100,0.93,74,0.973684211,0,0,11,9,1,0,1,0,0
3,0,0,52,8,1,6,1,2,0,102,0.950980392,73,0.973333333,1,0.333333333,4,2,2,0,4,0,0
3,0,0,55,4,1,3,1,1,0,107,0.897196262,77,0.9625,1,0.142857143,9,7,3,0,3,0,0
3,0,0,46,6,2,4,1,2,1,120,0.95,81,0.952941176,1,1,17,15,2,0,4,0,0
1,0,0,48,1,1,0,0,1,1,95,0.915789474,68,0.944444444,1,0.333333333,10,9,0,0,1,0,0
3,0,0,49,3,1,2,1,1,0,133,0.939849624,92,0.978723404,2,0.5,14,9,0,0,2,0,0
0,0,0,52,5,2,5,2,0,0,149,0.932885906,103,0.962616822,0,0,12,10,2,0,3,0,0
0,0,0,46,6,1,5,0,1,1,89,0.91011236,60,0.983606557,0,0,8,7,1,0,3,0,0
0,0,0,43,2,0,2,0,0,0,79,0.911392405,55,0.964912281,2,0.5,8,6,0,0,1,0,0
3,0,0,52,6,1,5,1,1,0,105,0.961904762,74,0.986666667,2,0.5,13,12,1,0,4,0,0
0,0,0,53,3,0,2,0,1,0,141,0.921985816,109,0.990909091,0,0,15,9,2,0,2,0,0
3,0,0,48,5,3,1,1,2,1,86,0.941860465,53,0.981481481,2,0.4,17,10,1,1,3,1,0
3,0,0,51,6,3,6,3,0,0,122,0.926229508,83,0.943181818,2,0.5,8,6,1,0,3,0,0
3,0,1,44,4,1,3,1,1,0,74,0.932432432,51,0.962264151,2,0.4,8,6,3,0,4,0,0
0,0,0,42,5,1,4,1,1,0,80,0.9125,56,0.965517241,1,0.25,8,7,1,0,5,0,0
3,0,0,47,5,2,2,1,3,1,77,0.896103896,49,0.960784314,4,0.571428571,7,5,3,0,4,0,0
3,0,0,50,6,2,3,1,3,1,90,0.944444444,66,0.970588235,2,0.5,10,9,2,0,5,0,0
1,0,1,39,3,1,3,1,0,0,71,0.85915493,47,0.959183673,2,0.4,12,7,1,0,2,0,0
0,0,0,51,1,0,0,0,1,0,97,0.989690722,74,1,2,0.666666667,10,7,0,0,0,0,0
3,0,1,52,9,4,8,4,1,0,111,0.963963964,76,0.987012987,3,0.5,10,8,1,0,8,0,0
0,0,0,49,3,0,3,0,0,0,85,0.929411765,61,1,1,0.2,17,12,2,0,2,0,0
3,0,0,49,4,2,4,2,0,0,91,0.967032967,66,0.970588235,2,0.666666667,7,3,1,0,4,0,0
3,0,0,51,4,1,3,1,1,0,123,0.918699187,83,0.954022989,2,0.5,18,12,3,0,2,0,0
3,0,0,50,4,3,4,3,0,0,88,0.954545455,58,0.983050847,3,0.75,7,4,0,0,4,0,0
3,0,0,48,6,1,5,0,1,1,140,0.957142857,101,0.990196078,5,0.714285714,16,12,2,0,5,0,0
3,0,0,53,8,4,7,3,0,1,95,0.947368421,65,0.984848485,1,0.5,7,7,1,0,7,0,0
0,0,0,40,3,1,2,1,1,0,65,0.892307692,42,0.976744186,1,0.2,8,7,2,0,3,0,0
0,0,0,54,5,1,3,1,2,0,133,0.939849624,91,0.989130435,2,0.4,7,6,3,0,3,0,0
1,0,0,42,2,1,1,0,1,1,72,0.888888889,44,0.977777778,0,0,6,5,3,0,1,0,0
3,0,1,38,2,1,2,1,0,0,51,0.823529412,25,1,1,0.142857143,12,8,0,0,1,0,0
1,0,0,51,6,1,4,1,2,0,94,0.925531915,66,0.985074627,2,0.25,10,6,3,0,6,0,0
0,0,0,48,5,1,5,1,0,0,91,0.901098901,53,0.929824561,0,0,6,5,2,0,2,0,0
3,0,0,49,4,3,4,3,0,0,89,0.91011236,62,0.939393939,0,0,9,7,1,0,3,0,0
3,0,0,49,6,4,4,2,2,2,96,0.9375,65,0.970149254,1,0.333333333,16,12,2,0,6,0,0
0,0,0,57,1,0,1,0,0,0,107,0.971962617,85,0.988372093,3,0.6,7,5,0,0,1,0,0
3,0,0,58,7,3,4,2,3,1,111,0.927927928,85,0.977011494,0,0,9,8,1,0,6,0,0
1,0,0,51,7,3,3,1,3,1,100,0.9,65,0.942028986,1,0.2,9,6,2,1,4,1,0
1,0,0,43,2,1,1,0,0,0,73,0.931506849,54,0.964285714,1,0.333333333,10,9,0,1,1,1,0
3,0,0,50,8,2,3,1,5,1,85,0.929411765,57,0.966101695,2,0.333333333,6,4,3,0,6,0,0
3,0,0,54,11,2,9,2,2,0,83,0.927710843,55,1,2,0.333333333,7,7,3,0,6,0,0
0,0,0,47,2,1,1,0,1,1,81,0.901234568,53,0.963636364,4,0.5,11,7,0,0,2,0,0
0,0,0,48,2,1,2,1,0,0,97,0.969072165,69,1,2,0.5,8,6,0,0,2,0,0
3,0,0,51,9,2,8,2,1,0,100,0.95,65,0.984848485,3,1,9,9,1,0,6,0,0
1,0,0,52,7,1,7,1,0,0,85,0.882352941,54,0.964285714,3,0.375,15,11,4,0,5,0,0
3,0,1,45,4,3,3,3,1,0,71,0.929577465,43,0.977272727,2,0.5,15,10,0,0,3,0,0
3,1,2,59,6,3,5,3,1,0,104,0.932692308,69,0.945205479,1,0.5,9,7,1,0,4,0,0
3,0,0,45,3,1,2,1,1,0,78,0.948717949,58,1,1,1,9,7,0,0,2,0,0
3,0,0,51,5,2,3,1,2,1,98,0.948979592,69,0.985714286,2,0.5,9,9,1,0,3,0,0
3,0,1,42,3,2,2,1,1,1,73,0.890410959,50,1,1,0.5,13,10,2,0,2,0,0
0,0,0,45,1,1,0,0,1,1,88,0.920454545,68,0.971428571,1,0.5,8,7,0,0,1,0,0
3,0,0,56,6,2,1,0,5,2,102,0.980392157,80,1,0,0,7,5,2,0,5,0,0
3,0,0,39,4,3,2,2,2,1,64,0.9375,48,1,1,0.5,8,6,0,0,3,0,0
0,0,0,52,5,1,2,0,3,1,81,0.913580247,52,0.981132075,1,0.2,9,9,3,0,3,0,0
3,0,0,53,4,2,3,2,1,0,76,0.907894737,47,0.979166667,2,0.285714286,8,7,3,0,2,0,0
1,0,1,49,5,2,4,2,1,0,92,0.902173913,65,0.955882353,3,0.5,10,4,2,0,4,0,0
3,0,0,48,3,3,2,2,1,1,82,0.890243902,58,0.950819672,0,0,10,9,0,0,3,0,0
0,0,1,56,7,2,7,2,0,0,100,0.85,66,0.970588235,2,0.2,7,5,3,0,3,0,0
3,0,0,41,6,2,5,1,1,1,64,0.90625,36,0.972972973,1,0.333333333,9,6,1,0,4,0,0
3,0,0,51,6,1,6,1,0,0,90,0.944444444,59,1,1,0.333333333,11,10,1,0,4,0,0
3,0,0,48,5,2,2,0,3,2,90,0.955555556,66,0.970588235,2,1,11,6,0,0,4,0,0
3,0,0,50,7,4,6,4,1,0,94,0.989361702,74,1,1,1,9,7,0,0,5,0,0
3,0,0,44,5,2,3,1,2,1,63,0.984126984,42,1,1,0.5,14,12,0,0,2,0,0
3,0,0,50,9,2,7,2,2,0,84,0.952380952,59,0.951612903,3,0.75,7,4,2,0,5,0,0
3,0,0,54,5,3,3,2,2,1,81,0.950617284,59,0.967213115,4,0.8,4,4,3,0,4,0,0
3,0,0,56,6,2,4,1,2,1,90,0.944444444,58,0.983050847,2,0.666666667,10,9,2,0,6,0,0
3,0,0,42,3,1,3,1,0,0,72,0.916666667,47,0.94,4,0.8,5,4,0,0,1,0,0
1,0,0,41,6,3,6,3,0,0,66,0.939393939,42,0.976744186,1,1,8,7,0,0,5,0,0
3,0,0,48,4,2,3,2,1,0,91,0.945054945,61,1,2,0.5,4,4,1,0,3,0,0
3,0,0,47,6,4,3,2,3,2,87,0.896551724,61,0.938461538,1,0.5,5,4,0,0,4,0,0
3,0,0,54,4,3,2,1,1,1,101,0.96039604,81,0.975903614,1,0.333333333,10,8,1,1,3,1,0
1,0,0,55,9,2,6,1,3,1,95,0.894736842,65,0.955882353,5,0.5,8,7,4,0,6,0,0
1,0,0,52,2,1,2,1,0,0,85,0.917647059,57,0.966101695,1,1,16,12,0,0,1,0,0
0,0,0,39,3,2,2,1,1,1,61,0.885245902,48,0.941176471,0,0,17,10,0,0,2,0,0
0,0,0,43,5,0,5,0,0,0,74,0.864864865,54,0.947368421,4,0.5,13,12,2,0,2,0,0
0,0,0,52,2,0,0,0,2,0,104,0.903846154,63,0.984375,4,0.5,8,5,2,0,1,0,0
3,0,0,48,5,3,2,1,3,2,91,0.923076923,59,0.967213115,1,0.2,14,10,1,0,4,0,0
0,0,0,55,5,0,4,0,1,0,101,0.95049505,80,0.975609756,3,0.6,13,9,2,0,5,0,0
0,0,1,52,1,0,0,0,1,0,107,0.91588785,74,0.948717949,2,0.4,8,5,0,0,0,0,0
3,0,2,47,7,4,7,4,0,0,93,0.956989247,61,0.983870968,2,0.5,10,5,1,0,5,0,0
3,0,1,50,5,1,3,1,2,0,79,0.974683544,53,0.981481481,1,0.5,8,6,0,0,2,0,0
0,0,0,53,6,1,5,1,1,0,124,0.951612903,87,0.966666667,3,0.6,14,10,0,0,3,0,0
3,0,1,42,6,2,3,0,3,2,94,0.861702128,54,0.947368421,4,0.444444444,14,10,2,0,4,0,0
0,0,0,47,2,1,1,1,0,0,87,0.896551724,57,0.982758621,1,0.142857143,14,10,2,1,2,0,0
3,0,0,54,5,2,5,2,0,0,94,0.904255319,61,0.938461538,1,0.333333333,9,6,0,0,3,0,0
3,0,0,45,3,2,2,1,1,1,66,0.924242424,44,0.977777778,0,0,13,12,1,0,2,0,0
3,0,0,53,4,1,3,1,1,0,98,0.908163265,72,0.98630137,0,0,3,3,5,0,3,0,0
0,0,0,46,7,1,5,1,2,0,79,0.924050633,54,0.981818182,1,0.2,6,6,3,0,6,0,0
3,0,0,49,3,3,3,3,0,0,99,0.95959596,78,0.975,4,1,8,5,0,0,3,0,0
3,0,0,58,5,2,5,2,0,0,115,0.956521739,83,0.988095238,2,0.5,7,7,2,0,5,0,0
3,0,0,43,2,1,1,1,1,0,103,0.932038835,75,0.986842105,0,0,13,9,0,0,1,0,0
3,0,0,54,8,3,8,3,0,0,101,0.930693069,74,0.973684211,1,0.25,11,9,4,0,6,0,0
3,0,1,50,4,2,2,1,2,1,86,0.930232558,53,0.981481481,3,0.428571429,9,6,1,0,3,0,0
3,0,0,47,4,2,3,2,1,0,91,0.901098901,68,1,1,0.166666667,6,3,4,0,3,0,0
0,0,0,49,4,0,4,0,0,0,90,0.911111111,59,0.951612903,4,0.571428571,10,8,1,0,1,0,0
3,0,0,49,5,4,2,2,3,2,98,0.959183673,68,0.971428571,3,0.75,12,10,0,0,5,0,0
0,0,1,54,3,0,3,0,0,0,108,0.898148148,70,0.945945946,1,0.2,10,7,0,0,1,0,1
3,0,0,44,6,1,4,1,2,0,76,0.894736842,42,0.913043478,2,0.4,9,6,2,0,3,0,0
