matchResult,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,shootTotal,effectiveShootTotal,ownGoal,goalTotal,goalSuccessRate,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passSuccessRate,shortpassSuccessRate,longPassSuccessRate,bouncingLobPassSuccessRate,drivenGroundPassSuccessRate,throughPassSuccessRate,lobbedThroughPassSuccessRate,blockSuccessRate,tackleSuccessRate,shootSetPiece,shootPenaltyKick,effectiveShootTotal,goalPenaltyKick,ownGoal
0,0,0,0,0,75,1,58,5,4,0,2,0.4,1,1,0,0,3,1,2,1,0,0,0.966101695,0.97826087,0.6,0,1,1,0,0.142857143,0.777777778,1,0,4,0,0
3,1,0,0,0,57,2,47,6,4,0,3,0.5,0,0,0,0,5,2,0,0,1,1,0.940594059,1,0.2,0,0.9,1,1,0,0.714285714,2,1,4,1,0
1,3,1,0,1,69,4,54,5,5,0,2,0.4,1,0,0,0,3,1,2,1,0,0,0.90625,0.985294118,0.142857143,1,1,0.777777778,1,0,0.9,4,0,5,0,0
0,1,0,0,1,66,3,52,9,5,0,1,0.111111111,2,0,0,0,9,1,0,0,0,0,0.92173913,0.975308642,0.3,0,1,1,0,0,0.875,3,0,5,0,0
0,0,0,0,0,65,1,47,3,2,0,2,0.666666667,1,0,0,0,2,1,1,1,0,0,0.88172043,0.93442623,0.285714286,0,1,0.944444444,0,0,0.857142857,1,0,2,0,0
0,1,0,0,0,71,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951923077,0.961538462,0.666666667,0,1,0.9,0,0,1,0,0,0,0,0
1,0,0,0,0,59,6,53,5,2,0,1,0.2,1,0,0,0,5,1,0,0,0,0,0.934782609,0.984615385,0.285714286,0,1,1,0,0,0.8,6,0,2,0,0
0,0,0,0,0,56,1,45,3,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0.94,0.971830986,0.6,0,1,1,0,0.090909091,0.5,1,0,2,0,0
1,2,1,0,0,51,0,43,7,4,0,2,0.285714286,1,0,0,0,6,2,1,0,0,0,0.928571429,0.980769231,0.333333333,0,1,0.833333333,0,0.125,0.642857143,0,0,4,0,0
1,0,0,0,0,53,1,49,4,3,0,2,0.5,0,0,0,0,3,1,1,1,0,0,0.9125,0.979591837,0.25,0.5,0.888888889,1,0,0.125,0.75,1,0,3,0,0
1,0,0,0,0,51,0,48,6,4,0,2,0.333333333,1,0,0,0,4,2,2,0,0,0,0.951807229,1,0.333333333,0,1,1,0,0.142857143,1,0,0,4,0,0
3,1,0,0,0,65,5,56,6,5,0,2,0.333333333,0,0,1,0,4,1,2,1,0,0,0.900900901,0.987012987,0.142857143,0,0.9,0.875,0,0,0.636363636,6,0,5,0,0
0,0,0,0,0,68,3,48,6,5,0,1,0.166666667,1,0,0,0,3,0,3,1,0,0,0.894117647,0.984375,0.111111111,0,1,1,0,0,0.625,3,0,5,0,0
0,1,0,0,0,54,2,47,8,4,0,1,0.125,3,0,0,0,7,1,1,0,0,0,0.9,0.963636364,0.5,0,0.857142857,1,0,0.111111111,0.8125,2,0,4,0,0
0,0,0,0,0,43,0,47,5,2,0,1,0.2,0,0,0,0,3,1,2,0,0,0,0.925925926,0.966666667,0.6,0,0.875,0.875,0,0.125,0.8,0,0,2,0,0
0,2,0,0,0,59,2,56,4,3,0,1,0.25,0,0,0,0,2,1,2,0,0,0,0.931623932,0.965116279,0,0,1,0.923076923,0,0,0.4,2,0,3,0,0
1,1,1,0,0,72,3,54,5,4,0,1,0.2,1,0,0,0,5,1,0,0,0,0,0.943925234,1,0.6,0,0.888888889,0.857142857,0,0,0.777777778,3,0,4,0,0
0,0,0,0,0,71,1,54,6,5,0,0,0,1,0,0,0,5,0,1,0,0,0,0.916666667,0.974358974,0.4,0,0.818181818,0.857142857,0,0,0.666666667,1,0,5,0,0
3,1,0,0,1,59,2,49,9,6,0,2,0.222222222,1,0,0,0,8,1,1,1,0,0,0.909090909,0.972972973,0.2,0,1,0.8,1,0,0.777777778,2,0,6,0,0
3,1,0,0,0,68,0,58,4,3,0,2,0.5,0,0,0,0,4,2,0,0,0,0,0.93814433,0.971830986,0.333333333,1,1,0.8,0,0,0.625,0,0,3,0,0
3,0,1,0,0,61,1,49,6,4,0,3,0.5,0,0,0,0,3,1,3,2,0,0,0.879518072,0.982142857,0,0,1,0.923076923,0,0,1,1,0,4,0,0
0,1,0,0,0,64,3,50,7,2,0,0,0,3,0,1,0,5,0,2,0,0,0,0.885416667,0.967213115,0.571428571,0,0.909090909,0.75,0,0.166666667,0.555555556,4,0,2,0,0
3,0,0,0,0,55,1,45,5,2,0,1,0.2,1,1,0,0,3,1,2,0,0,0,0.922077922,0.979591837,0.6,0,0.9,0.916666667,0,0.375,0.916666667,1,0,2,0,0
0,0,1,0,0,76,0,53,4,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0.93877551,1,0.25,0,0.875,0.857142857,0,0,0.666666667,0,0,3,0,0
0,2,0,0,1,56,0,48,5,3,0,1,0.2,0,0,1,0,4,1,1,0,0,0,0.949494949,0.930555556,1,0,1,1,0,0.222222222,0.6,1,0,3,0,0
3,3,0,0,0,66,3,52,10,7,0,3,0.3,0,0,0,0,8,3,2,0,0,0,0.928571429,0.984375,0.4,0,0.928571429,0.857142857,1,0.25,0.818181818,3,0,7,0,0
1,1,0,0,0,91,2,54,3,3,0,2,0.666666667,0,0,0,0,2,1,1,1,0,0,0.956140351,0.989130435,0.25,0,1,0.833333333,1,0,0.769230769,2,0,3,0,0
1,2,0,0,0,79,2,57,4,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0.900826446,0.967391304,0,0,0.909090909,0.9,0.5,0,1,2,0,3,0,0
0,3,0,0,2,64,0,50,3,2,0,2,0.666666667,0,0,0,0,3,2,0,0,0,0,0.942307692,0.960526316,0.5,0,1,0.818181818,0,0,0.7,0,0,2,0,0
0,1,0,0,0,62,0,49,5,2,0,1,0.2,0,0,0,0,4,1,1,0,0,0,0.927083333,0.985294118,0,0,0.875,0.9375,0,0.111111111,0.857142857,0,0,2,0,0
0,0,2,0,0,63,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918367347,0.934210526,0.5,0,0.916666667,0.857142857,1,0.25,1,0,0,0,0,0
0,0,0,0,0,44,2,49,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0.911392405,0.963636364,0.428571429,0,1,1,0,0,1,2,0,2,0,0
0,1,1,0,0,62,0,53,3,2,0,1,0.333333333,0,0,0,0,3,1,0,0,0,0,0.941860465,0.981818182,0.25,0,1,1,0,0,0.875,0,0,2,0,0
0,0,0,0,0,66,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924369748,0.976470588,0,0,1,0.863636364,0,0,0.833333333,0,0,0,0,0
3,2,0,0,0,56,1,52,8,5,0,3,0.375,1,1,0,0,7,3,1,0,0,0,0.96,1,0.6,0,1,0.846153846,0,0.2,0.538461538,1,0,5,0,0
0,0,0,0,0,72,2,53,4,3,0,3,0.75,0,0,0,0,3,3,1,0,0,0,0.961904762,1,0.333333333,0,1,1,0,0,0.8,2,0,3,0,0
3,0,0,0,0,55,2,48,3,3,0,2,0.666666667,0,0,0,0,2,2,1,0,0,0,0.936363636,0.975609756,0.428571429,0,1,0.916666667,0,0.142857143,0.777777778,2,0,3,0,0
0,1,0,0,0,49,2,46,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.872093023,0.959183673,0.571428571,0,1,0.866666667,0,0.333333333,0.75,2,0,1,0,0
3,0,0,0,0,64,3,50,2,2,0,2,1,0,0,0,0,2,2,0,0,0,0,0.895348837,0.968253968,0.166666667,0,1,1,0,0,0.571428571,3,0,2,0,0
3,3,0,0,0,47,3,47,5,4,0,1,0.2,0,0,0,0,4,0,1,1,0,0,0.879120879,0.968253968,0.2,0,1,0.666666667,0,0.333333333,0.666666667,3,0,4,0,0
0,0,0,0,0,53,6,47,10,6,0,1,0.1,2,0,1,0,8,1,1,0,1,0,0.888888889,0.967741935,0.222222222,0,1,0.928571429,0,0,0.875,7,1,6,0,0
0,0,1,0,0,64,0,55,2,2,0,1,0.5,0,0,1,0,1,1,1,0,0,0,0.896907216,0.985915493,0.333333333,0,0.909090909,0.714285714,0,0.153846154,1,1,0,2,0,0
0,1,0,0,0,64,0,51,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.878504673,0.985714286,0.125,0,1,0.818181818,0.5,0,0.666666667,0,0,1,0,0
1,0,1,0,0,51,1,46,3,2,0,1,0.333333333,0,0,0,0,2,0,0,0,1,1,0.93258427,1,0.666666667,0,0.916666667,0.785714286,0,0,0.888888889,1,1,2,1,0
1,0,1,0,0,66,1,53,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0.929292929,0.985294118,0.25,0,1,0.823529412,0,0.333333333,0.785714286,1,0,4,0,0
0,1,0,0,1,68,3,55,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.939130435,1,0.285714286,0,1,0.833333333,1,0.090909091,0.727272727,3,0,1,0,0
1,0,0,0,0,58,1,48,6,5,0,2,0.333333333,1,0,0,0,5,1,1,1,0,0,0.951219512,0.964285714,1,0,1,0.846153846,0,0.2,0.6,1,0,5,0,0
3,1,0,0,0,67,1,49,4,4,0,4,1,0,0,0,0,4,4,0,0,0,0,0.965909091,1,0,0,1,0.9,0,0.4,0.625,1,0,4,0,0
3,0,0,0,0,62,1,49,3,3,0,2,0.666666667,0,0,0,0,3,2,0,0,0,0,0.962616822,1,0.5,1,1,0.842105263,0,0.25,0.777777778,1,0,3,0,0
3,1,0,0,0,66,4,54,3,2,0,1,0.333333333,0,0,0,0,2,1,1,0,0,0,0.877358491,0.928571429,0,0,0.888888889,0.857142857,1,0.333333333,0.545454545,4,0,2,0,0
3,2,0,0,1,79,2,44,8,7,0,3,0.375,1,0,0,0,7,3,1,0,0,0,0.904347826,0.974025974,0.5,0,0.818181818,0.772727273,1,0,0.666666667,2,0,7,0,0
1,1,0,0,0,73,2,55,3,2,0,2,0.666666667,0,0,0,0,3,2,0,0,0,0,0.906542056,0.951807229,0.333333333,0,1,0.777777778,0,0.142857143,0.5,2,0,2,0,0
0,2,1,0,0,93,3,58,4,4,0,1,0.25,1,0,0,0,4,1,0,0,0,0,0.888157895,0.972222222,0.25,0,0.923076923,0.875,1,0,0.833333333,3,0,4,0,0
0,0,0,0,0,85,2,59,4,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0.908256881,0.986666667,0.142857143,1,1,0.8,1,0.222222222,0.666666667,2,0,1,0,0
3,1,0,0,0,65,1,49,3,3,0,2,0.666666667,0,0,0,0,3,2,0,0,0,0,0.93877551,0.944444444,0.5,0,1,0.923076923,0,0.25,0.9,1,0,3,0,0
0,1,0,0,0,53,0,43,4,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0.851351351,0.961538462,0,0,1,0.625,1,0,0.833333333,1,0,1,0,0
0,2,0,0,0,49,0,44,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.923076923,0.964912281,0,0,0.888888889,0.75,0,0.1,0.571428571,0,0,1,0,0
0,0,0,0,0,62,0,51,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.908163265,1,0.142857143,0,0.8,0.857142857,1,0,0.8,0,0,1,0,0
3,1,0,0,1,74,3,49,5,5,0,1,0.2,0,0,0,0,4,1,1,0,0,0,0.89380531,0.971014493,0.375,0,0.846153846,0.904761905,1,0.166666667,0.866666667,3,0,5,0,0
0,1,2,0,1,70,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92173913,0.963414634,0.333333333,0,0.866666667,0.928571429,0,0,0.714285714,0,0,0,0,0
3,0,0,0,0,93,3,51,6,4,0,2,0.333333333,2,0,0,0,6,1,0,1,0,0,0.925170068,0.955752212,0.5,0,1,0.888888889,0,0,0.8,3,0,4,0,0
3,2,0,0,1,86,1,50,5,5,0,1,0.2,0,0,0,0,5,1,0,0,0,0,0.913793103,0.967391304,0,0,1,0.8,0,0.25,0.714285714,1,0,5,0,0
0,0,0,0,0,60,3,51,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.926315789,1,0.5,0,0.9,0.818181818,0,0,0.769230769,3,0,0,0,0
0,0,0,0,0,80,5,48,6,5,0,2,0.333333333,1,1,0,0,6,2,0,0,0,0,0.836538462,0.964912281,0.153846154,0.5,0.916666667,0.9,0,0.2,0.75,5,0,5,0,0
3,1,0,0,0,102,0,54,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0.907894737,0.96460177,0,0,1,0.842105263,0,0.142857143,0.882352941,0,0,1,0,0
3,0,0,0,0,70,1,51,6,6,0,5,0.833333333,0,0,0,0,6,5,0,0,0,0,0.959183673,0.982758621,0.5,1,1,0.944444444,1,0,0.5,1,0,6,0,0
3,0,1,0,0,68,0,50,5,4,0,2,0.4,0,0,0,0,3,1,1,0,1,1,0.978021978,1,0,0,1,1,0,0,0.75,0,1,4,1,0
3,0,0,0,0,61,1,51,6,5,0,3,0.5,0,0,0,0,6,3,0,0,0,0,0.907216495,0.96875,0.25,0,0.923076923,0.866666667,0,0.166666667,0.8,1,0,5,0,0
0,0,0,0,0,71,1,48,2,2,0,1,0.5,0,0,0,0,1,0,1,1,0,0,0.889705882,0.943181818,0.555555556,0,0.9375,0.782608696,0,0.285714286,0.692307692,1,0,2,0,0
3,0,1,0,0,95,3,50,4,4,0,3,0.75,0,0,0,0,4,3,0,0,0,0,0.962406015,0.989583333,0.333333333,0,1,1,0,0,0.888888889,3,0,4,0,0
3,2,0,0,0,63,1,43,3,2,0,2,0.666666667,0,0,0,0,3,2,0,0,0,0,0.922077922,0.946428571,0.333333333,1,0.9,1,0,0.5,0.583333333,1,0,2,0,0
3,2,0,0,0,62,0,53,7,5,0,4,0.571428571,1,1,0,0,6,4,1,0,0,0,0.976190476,1,0.333333333,0,1,1,0,0,1,0,0,5,0,0
0,1,0,0,1,56,2,46,3,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0.934065934,0.969230769,0.571428571,0,1,0.909090909,1,0.166666667,0.636363636,2,0,1,0,0
0,1,0,0,0,48,0,45,3,2,0,2,0.666666667,0,0,0,0,2,2,1,0,0,0,0.896551724,0.983606557,0,0,1,1,0,0,0.857142857,0,0,2,0,0
0,2,0,0,0,71,0,50,4,3,0,2,0.5,0,0,0,0,4,2,0,0,0,0,0.924528302,0.97260274,0.5,1,0.9,0.875,0,0,0.857142857,0,0,3,0,0
3,1,0,0,0,64,0,52,3,2,0,1,0.333333333,0,0,0,0,2,1,1,0,0,0,0.941747573,1,0.25,0,0.928571429,0.882352941,1,0.333333333,0.75,0,0,2,0,0
3,2,0,0,0,47,0,48,2,2,0,2,1,0,0,0,0,1,1,1,1,0,0,0.890243902,0.96,1,0,0.928571429,0.714285714,0,0,0.818181818,0,0,2,0,0
3,0,0,0,0,77,1,46,7,6,0,3,0.428571429,1,0,0,0,5,2,2,1,0,0,0.943262411,0.979166667,0.875,0,0.875,0.85,1,0,0.777777778,1,0,6,0,0
0,2,1,0,0,60,1,49,5,4,0,1,0.2,0,0,1,0,3,1,2,0,0,0,0.953488372,1,0.25,0,1,0.916666667,0,0.25,0.833333333,2,0,4,0,0
0,0,0,0,0,64,1,46,4,3,0,1,0.25,0,0,0,0,3,0,1,1,0,0,0.917525773,0.984848485,0,0,1,0.75,1,0,0.9,1,0,3,0,0
0,1,0,0,0,69,1,49,6,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0.968085106,1,0.333333333,0,1,1,0,0,0.625,1,0,3,0,0
1,0,0,0,0,64,1,47,3,3,0,1,0.333333333,1,0,0,0,3,1,0,0,0,0,0.939393939,0.985074627,0.5,0,1,0.857142857,1,0.125,0.545454545,1,0,3,0,0
0,0,0,0,0,92,3,53,4,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0.914893617,0.962616822,0.2,0,0.875,0.846153846,0,0.142857143,0.705882353,3,0,1,0,0
0,3,0,0,1,73,1,47,5,4,0,3,0.6,0,0,0,0,5,3,0,0,0,0,0.925,0.976470588,0.333333333,0,0.923076923,0.833333333,0,0.1,0.75,1,0,4,0,0
3,1,0,0,0,72,3,53,9,7,0,3,0.333333333,1,0,0,0,7,2,2,1,0,0,0.941747573,1,0.166666667,0,1,1,0,0,0.666666667,3,0,7,0,0
3,0,0,0,0,64,1,46,3,3,0,3,1,0,0,0,0,2,2,1,1,0,0,0.943925234,0.987654321,0.5,0,1,0.777777778,1,0,0.75,1,0,3,0,0
0,1,0,0,0,96,4,57,9,5,0,1,0.111111111,0,0,0,0,6,1,2,0,1,0,0.920529801,0.990196078,0.3,0,1,0.894736842,0,0.142857143,0.583333333,4,1,5,0,0
3,2,0,0,0,52,2,44,8,6,0,2,0.25,1,0,0,0,7,2,1,0,0,0,0.870588235,0.936170213,0.5,0,1,0.772727273,0,0,0.846153846,2,0,6,0,0
3,0,0,0,0,54,2,47,3,3,0,2,0.666666667,0,0,0,0,1,0,2,2,0,0,0.894117647,0.980392157,0.166666667,0,1,0.875,0,0.142857143,0.888888889,2,0,3,0,0
0,2,0,0,0,49,1,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.930555556,0.980769231,0,0,1,1,0,0,0.642857143,1,0,0,0,0
1,0,0,0,0,80,2,59,4,2,0,1,0.25,0,0,0,0,3,1,1,0,0,0,0.926605505,1,0.2,0,1,0.904761905,0,0,0.6,2,0,2,0,0
3,0,0,0,0,75,5,55,7,6,0,3,0.428571429,1,1,0,0,7,3,0,0,0,0,0.922413793,0.987951807,0.142857143,0,0.909090909,0.933333333,0,0,0.888888889,5,0,6,0,0
0,1,0,0,0,62,1,56,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.927272727,0.96,0.6,0,0.933333333,0.916666667,1,0,0.714285714,1,0,1,0,0
0,0,0,0,0,46,1,42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.890243902,1,0.25,0,1,0.875,0,0.4,0.666666667,1,0,0,0,0
3,0,0,0,0,67,1,49,4,4,0,3,0.75,0,0,0,0,4,3,0,0,0,0,0.90625,1,0.25,0,0.923076923,0.75,0,0.25,0.5,1,0,4,0,0
0,0,0,0,0,72,0,58,6,4,0,2,0.333333333,1,0,0,0,4,0,2,2,0,0,0.942622951,0.987951807,0.4,0,0.894736842,0.933333333,0,0.25,0.9,0,0,4,0,0
0,0,0,0,0,59,1,56,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0.953703704,1,0,0,1,1,1,0.230769231,0.6,1,0,3,0,0
3,1,0,0,0,52,1,44,7,5,0,4,0.571428571,0,0,0,0,5,3,2,1,0,0,0.861111111,1,0.285714286,0,0.833333333,0.818181818,0,0,0.785714286,1,0,5,0,0
3,2,0,0,1,69,1,55,4,3,0,2,0.5,0,0,0,0,4,2,0,0,0,0,0.943925234,0.987179487,0.5,1,0.875,0.882352941,0,0.142857143,0.733333333,1,0,3,0,0
0,0,0,0,0,67,0,57,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0.953703704,0.963414634,0.666666667,0,1,0.909090909,0,0,0.75,0,0,1,0,0
0,1,0,0,0,58,1,52,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.96,1,0.25,0,1,0.944444444,0,0,0.7,1,0,1,0,0
3,0,0,0,0,71,1,60,7,5,0,3,0.428571429,0,0,0,0,7,3,0,0,0,0,0.955882353,0.970588235,0.666666667,1,1,0.866666667,0,0.25,0.8,1,0,5,0,0
0,1,0,0,1,83,1,53,7,6,0,4,0.571428571,1,0,0,0,6,4,1,0,0,0,0.944055944,0.942857143,1,0.5,1,0.947368421,0,0,0.909090909,1,0,6,0,0
1,0,1,0,0,75,0,59,3,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0.983471074,0.989473684,1,0,1,0.888888889,0,0,0.5,0,0,3,0,0
3,1,0,0,0,68,3,51,8,7,0,2,0.25,1,0,0,0,6,2,2,0,0,0,0.920792079,0.97260274,0.2,0,1,0.882352941,0,0.2,0.461538462,3,0,7,0,0
3,1,0,0,0,65,1,48,5,5,0,3,0.6,0,0,0,0,4,3,1,0,0,0,0.956043956,0.984126984,0.5,1,1,0.923076923,1,0,0.777777778,1,0,5,0,0
1,2,0,0,0,64,1,55,4,2,0,1,0.25,0,0,0,0,3,1,1,0,0,0,0.953125,0.989583333,0.25,0,1,0.904761905,0,0.5,0.666666667,1,0,2,0,0
0,0,0,0,0,57,1,42,5,3,0,2,0.4,1,0,0,0,4,2,1,0,0,0,0.945205479,0.977777778,0.5,0,0.857142857,1,0,0.111111111,1,1,0,3,0,0
3,0,1,0,0,42,3,40,8,6,0,1,0.125,2,0,0,0,8,1,0,0,0,0,0.928571429,0.982142857,0.4,0,1,0.866666667,0,0,0.857142857,3,0,6,0,0
0,0,0,0,0,50,0,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.903225806,1,0,0,1,0.875,0,0,0.714285714,0,0,0,0,0
3,2,0,0,2,57,4,51,7,3,0,2,0.285714286,2,0,0,0,4,2,2,0,0,0,0.917525773,0.971014493,0.5,0,1,0.916666667,1,0.166666667,0.642857143,4,0,3,0,0
3,1,1,0,0,66,0,55,4,3,0,3,0.75,0,0,0,0,2,2,2,1,0,0,0.923076923,0.965909091,0.25,0,0.923076923,0.833333333,0,0.2,0.9,0,0,3,0,0
0,1,0,0,0,64,1,40,2,2,0,1,0.5,0,0,0,0,2,1,0,0,0,0,0.905660377,0.970588235,0.333333333,0,1,0.75,0,0.166666667,0.5625,1,0,2,0,0
0,0,0,0,0,61,1,45,4,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0.95,0.984615385,0.5,0,1,1,0,0,0.625,1,0,0,0,0
3,2,1,0,0,78,1,52,8,8,0,3,0.375,0,0,0,0,6,3,2,0,0,0,0.941605839,0.989690722,0.5,0,1,0.944444444,0,0,0.625,1,0,8,0,0
0,0,1,0,0,96,0,48,4,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0.927536232,0.971153846,0.2,0,1,0.833333333,0,0,0.777777778,1,0,2,0,0
3,1,0,0,0,71,3,54,7,4,0,1,0.142857143,1,0,0,0,7,1,0,0,0,0,0.912621359,1,0.142857143,0,1,0.941176471,0,0,0.75,3,0,4,0,0
3,2,0,0,1,63,0,54,5,3,0,3,0.6,0,0,0,0,4,2,1,1,0,0,0.970588235,1,0.5,0,1,0.857142857,1,0,0.833333333,0,0,3,0,0
0,1,0,0,0,60,1,51,4,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0.953703704,0.986666667,1,0,0.933333333,0.8125,1,0,0.666666667,1,0,2,0,0
0,1,1,0,0,52,2,49,6,4,1,1,0.166666667,1,0,1,0,5,1,1,0,0,0,0.931034483,0.983050847,0.333333333,0,1,0.923076923,1,0.142857143,0.666666667,3,0,4,0,1
0,1,0,0,0,58,6,53,6,4,0,0,0,2,0,0,0,6,0,0,0,0,0,0.894736842,0.962962963,0.222222222,0,0.9,0.928571429,0,0,0.5,6,0,4,0,0
0,0,0,0,0,66,0,49,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.882882883,0.923076923,0.166666667,0,1,0.857142857,1,0,0.5,0,0,1,0,0
3,1,1,0,1,66,1,55,5,3,0,1,0.2,2,1,0,0,2,1,3,0,0,0,0.935185185,1,0.571428571,0,1,0.909090909,0,0,0.636363636,1,0,3,0,0
1,0,0,0,0,70,2,57,6,5,0,1,0.166666667,1,0,1,0,4,1,2,0,0,0,0.94214876,0.96875,0.5,0,1,1,0,0.142857143,0.857142857,3,0,5,0,0
0,0,1,0,0,56,0,47,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.925531915,1,1,0,0.9,0.714285714,0,0.071428571,0.833333333,0,0,1,0,0
1,0,0,0,0,68,1,50,4,4,0,1,0.25,1,0,0,0,2,0,2,1,0,0,0.925233645,0.973333333,0.333333333,0,1,0.764705882,0,0.166666667,0.8,1,0,4,0,0
3,1,1,0,1,47,5,45,6,3,0,2,0.333333333,0,0,0,0,3,1,3,1,0,0,0.904761905,0.964285714,0.2,0,1,0.882352941,0,0,0.666666667,5,0,3,0,0
3,2,0,0,0,75,2,53,7,6,0,3,0.428571429,1,1,0,0,6,3,1,0,0,0,0.934579439,0.985074627,0.555555556,0,1,0.909090909,0,0.2,1,2,0,6,0,0
0,0,0,0,0,59,1,50,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0.942307692,0.972972973,0.4,0,1,1,1,0,0.888888889,1,0,0,0,0
0,0,0,0,0,62,0,50,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.932773109,0.988372093,0.5,0,1,0.722222222,0,0,0.5,0,0,1,0,0
3,1,0,0,0,67,1,52,6,6,0,4,0.666666667,1,1,0,0,4,3,2,1,0,0,0.955357143,0.985915493,0.5,0,1,0.888888889,0,0.166666667,0.6875,1,0,6,0,0
3,0,0,0,0,50,1,46,5,4,0,4,0.8,0,0,0,0,5,4,0,0,0,0,0.945652174,0.957746479,0,0,1,0.916666667,1,0.083333333,0.8,1,0,4,0,0
0,1,0,0,0,53,3,50,7,4,1,1,0.142857143,1,0,1,0,5,0,2,1,0,0,0.913461538,0.957746479,0.6,0,1,0.8,0,0.25,0.785714286,4,0,4,0,1
3,0,0,0,0,75,3,55,5,2,0,1,0.2,0,0,1,0,1,1,4,0,0,0,0.931623932,0.989010989,0.2,0,1,0.9,0,0,1,4,0,2,0,0
3,2,0,0,0,52,0,46,2,2,0,2,1,0,0,1,1,1,1,1,1,0,0,0.948051948,1,0,0,1,0.714285714,0,0,0.6,1,0,2,0,0
0,1,0,0,0,66,0,56,4,3,0,0,0,1,0,0,0,3,0,1,0,0,0,0.926829268,0.965909091,0.666666667,0,1,0.722222222,0,0,0.8,0,0,3,0,0
0,0,0,0,0,53,2,47,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.9,0.984615385,0,0,0.9,0.8,0,0,0.842105263,2,0,2,0,0
1,2,1,0,1,62,2,47,4,3,0,2,0.5,0,0,0,0,3,2,1,0,0,0,0.918367347,0.971428571,0.2,0,0.916666667,0.909090909,0,0.142857143,0.615384615,2,0,3,0,0
1,0,1,0,0,54,0,49,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.93258427,0.953125,0.333333333,0,0.888888889,1,0,0.142857143,0.785714286,0,0,0,0,0
1,0,1,0,0,57,4,51,6,3,0,0,0,3,0,0,0,5,0,1,0,0,0,0.899159664,0.986111111,0.4,1,1,0.761904762,1,0,0.833333333,4,0,3,0,0
3,1,2,0,0,66,7,55,7,6,0,4,0.571428571,0,0,0,0,6,4,1,0,0,0,0.894230769,0.984848485,0.222222222,0,0.888888889,0.947368421,0,0.083333333,0.7,7,0,6,0,0
1,0,1,0,0,73,3,55,6,4,0,0,0,1,0,0,0,4,0,2,0,0,0,0.897435897,0.987654321,0.375,0,1,0.636363636,0,0.333333333,0.8,3,0,4,0,0
3,1,0,0,0,60,0,48,7,5,0,3,0.428571429,0,0,0,0,3,2,3,1,0,0,0.904761905,0.959459459,0.5,0,0.9,0.923076923,0,0.181818182,0.5,0,0,5,0,0
0,0,0,0,0,60,1,45,2,1,0,1,0.5,0,0,0,0,2,1,0,0,0,0,0.893617021,0.955223881,0.285714286,0,1,0.833333333,0,0,0.692307692,1,0,1,0,0
3,1,0,0,0,75,0,55,6,6,0,4,0.666666667,1,0,0,0,3,1,3,3,0,0,0.932038835,0.971014493,0.333333333,0.333333333,1,0.944444444,0,0,0.875,0,0,6,0,0
0,0,1,0,0,52,1,46,4,2,0,1,0.25,0,0,0,0,3,1,1,0,0,0,0.892473118,0.947368421,0.444444444,0,1,0.846153846,0,0,0.714285714,1,0,2,0,0
