matchResult,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,shootTotal,effectiveShootTotal,goalTotal,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess
0,1,0,0,0,47,2,41,6,5,2,0,2,0,0,0,5,2,1,0,0,0,66,59,46,43,6,4,0,0,4,4,10,8,0,0,6,0,11,7
3,1,0,0,0,64,3,55,5,3,2,0,0,0,0,0,3,1,2,1,0,0,105,95,77,74,4,1,1,0,11,10,12,10,0,0,7,0,5,2
0,1,0,0,0,62,1,54,2,2,1,0,0,0,0,0,2,1,0,0,0,0,117,110,86,85,4,2,0,0,13,12,14,11,0,0,4,0,12,8
0,1,0,0,0,56,4,52,5,2,0,0,0,0,0,0,2,0,3,0,0,0,109,100,81,79,7,0,0,0,10,10,11,11,0,0,4,0,13,10
3,0,0,0,0,52,0,47,5,3,2,0,0,0,0,0,5,2,0,0,0,0,82,75,52,51,2,1,0,0,11,10,16,12,1,1,5,0,9,9
0,1,1,0,0,65,4,50,5,4,1,0,0,0,0,0,4,1,1,0,0,0,100,88,71,69,9,1,0,0,9,8,10,9,1,1,4,2,3,3
0,1,0,0,1,70,1,51,4,1,1,0,1,1,0,0,2,0,2,1,0,0,109,102,75,74,7,3,0,0,15,15,11,9,1,1,8,3,8,6
3,0,0,0,0,70,2,48,8,3,1,0,1,0,0,0,5,0,1,0,2,1,135,124,94,91,9,4,1,0,13,13,15,14,2,2,6,0,12,9
0,0,0,0,0,55,1,47,2,2,1,0,0,0,0,0,2,1,0,0,0,0,97,88,71,68,5,2,0,0,11,9,9,9,0,0,4,0,14,7
3,1,0,0,0,89,3,55,10,6,3,0,0,0,0,0,8,2,2,1,0,0,152,140,115,113,6,2,1,0,12,11,17,13,1,1,3,1,8,6
3,0,0,0,0,79,0,56,4,4,3,0,1,1,0,0,4,3,0,0,0,0,110,102,83,81,4,1,0,0,10,10,11,9,1,1,8,0,7,4
0,0,2,0,0,78,1,58,3,2,1,0,0,0,0,0,3,1,0,0,0,0,123,116,88,87,6,2,0,0,11,11,18,16,0,0,5,0,5,4
3,0,0,0,0,62,0,54,4,3,2,0,0,0,0,0,3,2,1,0,0,0,100,93,75,73,2,1,0,0,9,8,13,11,0,0,7,1,7,6
3,1,0,0,0,64,1,51,6,4,3,0,1,1,0,0,3,2,3,1,0,0,105,100,73,73,1,1,0,0,10,10,20,16,0,0,3,1,5,5
0,1,1,0,1,47,2,41,3,1,1,0,0,0,0,0,2,1,1,0,0,0,72,65,49,48,4,1,1,0,8,7,9,8,1,1,6,0,14,10
1,2,0,0,0,43,0,44,4,3,2,0,0,0,0,0,4,2,0,0,0,0,94,88,69,66,7,5,1,0,5,5,12,12,0,0,1,0,17,12
0,1,0,0,0,85,2,61,3,3,1,1,0,0,0,0,2,1,1,0,0,0,139,131,114,111,3,0,1,1,9,9,11,10,0,0,2,0,9,7
0,0,0,0,0,57,1,49,1,1,0,0,1,0,0,0,1,0,0,0,0,0,92,87,65,64,6,2,0,0,10,10,10,10,1,1,9,2,9,9
3,2,0,0,0,47,0,46,5,4,2,0,1,0,0,0,3,2,2,0,0,0,89,82,58,56,3,1,1,1,7,7,16,14,3,3,8,1,7,6
1,1,0,0,0,52,1,45,6,2,0,0,1,0,0,0,5,0,1,0,0,0,61,57,46,46,5,3,0,0,5,4,4,3,1,1,10,1,9,7
0,2,1,0,1,51,1,46,5,4,1,0,0,0,0,0,5,1,0,0,0,0,77,72,55,55,6,3,0,0,4,4,12,10,0,0,7,0,15,11
0,0,0,0,0,41,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,71,55,54,6,1,0,0,8,8,9,8,0,0,4,1,11,11
3,3,1,0,0,51,2,48,5,3,2,0,1,0,0,0,4,2,1,0,0,0,74,70,50,50,5,3,0,0,9,9,10,8,0,0,11,1,10,5
3,1,0,0,0,56,1,46,3,2,2,0,0,0,0,0,2,2,1,0,0,0,92,86,62,61,3,0,1,1,8,7,16,15,2,2,5,1,10,9
3,1,1,0,1,61,2,54,7,3,2,0,0,0,0,0,5,2,2,0,0,0,121,111,90,86,5,0,0,0,14,14,11,10,1,1,5,0,8,6
3,1,1,0,0,69,0,52,3,2,2,0,0,0,0,0,2,2,0,0,0,0,120,112,85,85,2,0,2,1,14,12,17,14,0,0,3,1,7,5
3,1,0,0,0,68,2,55,6,4,1,0,1,0,0,0,6,1,0,0,0,0,117,107,87,82,5,3,2,0,12,12,11,10,0,0,3,0,11,7
1,3,0,0,1,54,0,47,2,1,0,0,0,0,0,0,1,0,1,0,0,0,83,71,58,53,9,3,0,0,8,8,7,7,1,0,4,1,14,7
0,1,0,0,0,71,1,51,4,4,2,0,0,0,0,0,3,2,1,0,0,0,104,97,72,68,3,1,0,0,13,13,16,15,0,0,6,0,10,7
0,1,0,0,0,80,2,55,4,2,1,0,1,0,0,0,4,1,0,0,0,0,111,100,78,76,6,1,0,0,12,12,12,10,1,1,1,0,14,11
0,2,0,0,0,74,1,58,2,2,0,0,1,0,0,0,2,0,0,0,0,0,110,103,79,77,2,1,1,0,17,15,11,10,0,0,8,2,18,7
3,1,0,0,1,63,0,49,5,3,3,0,0,0,0,0,5,3,0,0,0,0,83,78,62,62,4,2,0,0,8,8,8,6,0,0,4,1,9,8
3,1,0,0,0,54,3,47,7,6,3,0,0,0,0,0,3,0,4,3,0,0,79,73,47,47,6,2,1,0,9,9,16,15,0,0,7,2,8,6
3,1,0,0,1,55,0,45,3,2,1,0,0,0,0,0,1,0,2,1,0,0,87,82,62,60,3,1,0,0,7,7,14,14,1,0,4,2,9,5
3,0,0,0,0,61,0,45,5,3,3,0,0,0,0,0,4,3,1,0,0,0,89,84,60,60,3,1,1,0,11,10,12,11,2,2,7,0,7,6
3,0,0,0,0,68,1,53,5,4,3,0,1,0,0,0,4,2,1,1,0,0,104,98,79,77,4,2,0,0,10,10,8,8,2,1,1,1,7,6
1,1,0,0,0,70,4,54,5,1,0,0,1,0,0,0,4,0,1,0,0,0,97,87,72,71,8,2,0,0,9,9,8,5,0,0,4,0,9,7
0,0,0,0,0,55,0,47,3,2,1,0,0,0,0,0,2,1,1,0,0,0,97,89,72,70,4,1,0,0,11,10,10,8,0,0,10,1,9,7
0,0,0,0,0,58,0,50,2,2,1,0,0,0,0,0,2,1,0,0,0,0,102,93,72,71,5,2,1,0,9,8,15,12,0,0,7,4,6,6
3,0,0,0,0,65,3,49,9,7,2,0,2,0,0,0,7,1,2,1,0,0,86,76,57,53,6,3,0,0,5,5,17,15,0,0,3,0,9,8
3,2,0,0,0,56,0,50,2,1,1,0,0,0,0,0,1,0,1,1,0,0,84,74,60,57,5,3,1,0,10,9,8,5,0,0,4,0,11,9
0,2,0,0,0,49,1,49,2,1,0,0,2,0,0,0,2,0,0,0,0,0,88,78,54,53,9,3,0,0,8,8,15,12,2,2,7,1,10,9
0,0,0,0,0,59,0,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,108,98,77,75,7,3,0,0,12,12,11,8,0,0,4,0,6,6
1,0,1,0,0,63,5,55,7,4,1,0,1,0,0,0,3,0,4,1,0,0,103,93,68,65,6,1,0,0,6,5,22,21,1,1,4,0,2,2
0,0,0,0,0,69,0,52,2,1,0,0,0,0,0,0,0,0,2,0,0,0,121,115,81,81,1,1,0,0,20,20,17,13,0,0,4,0,8,5
3,1,0,0,0,91,3,52,4,3,2,0,0,0,0,0,1,1,1,0,1,1,148,140,110,110,6,3,1,0,16,15,14,11,1,1,3,0,15,12
1,1,0,0,0,62,4,54,10,8,3,0,1,1,0,0,7,2,3,1,0,0,106,96,70,69,12,6,0,0,7,6,16,14,1,1,6,1,10,6
3,0,1,0,0,63,1,52,3,1,1,0,0,0,0,0,3,1,0,0,0,0,86,79,58,57,6,1,1,0,9,9,10,10,2,2,11,1,7,3
3,0,0,0,0,65,0,52,5,4,1,0,1,1,1,0,3,1,2,0,0,0,106,101,78,78,6,4,0,0,11,11,11,8,0,0,2,0,6,5
0,1,0,0,0,64,0,50,4,2,1,0,0,0,0,0,2,0,2,1,0,0,97,91,68,65,3,2,0,0,10,10,16,14,0,0,5,0,14,10
0,0,0,0,0,63,2,55,5,1,0,0,1,0,0,0,5,0,0,0,0,0,122,114,77,75,5,1,2,0,20,20,18,18,0,0,6,0,8,6
3,1,0,0,0,64,1,45,7,3,2,0,0,0,1,0,4,2,3,0,0,0,122,107,89,84,8,4,0,0,12,11,12,8,0,0,5,0,18,12
0,3,0,0,0,56,2,46,4,1,0,0,1,0,0,0,2,0,2,0,0,0,91,84,64,62,7,2,1,1,8,8,11,11,0,0,5,0,8,6
0,0,0,0,0,56,0,47,3,1,1,1,0,0,0,0,1,0,2,1,0,0,102,92,66,64,6,1,1,0,8,8,20,18,1,1,9,1,4,2
3,1,0,0,0,52,0,43,2,2,2,0,0,0,0,0,2,2,0,0,0,0,72,66,49,48,2,0,1,0,8,7,12,11,0,0,6,0,11,6
3,0,0,0,0,51,0,45,3,2,2,0,0,0,0,0,2,1,1,1,0,0,89,84,59,58,3,1,1,0,6,6,19,18,1,1,9,1,13,8
3,0,0,0,0,55,0,49,4,2,2,0,0,0,0,0,2,1,2,1,0,0,86,84,61,61,1,1,1,0,8,7,15,15,0,0,6,1,11,11
0,1,0,0,0,98,0,56,3,3,1,0,0,0,0,0,1,0,2,1,0,0,163,154,128,124,3,1,0,0,16,16,16,13,0,0,3,0,11,9
3,1,0,0,0,59,2,51,6,6,3,0,0,0,0,0,5,2,0,0,1,1,86,79,56,55,3,0,1,0,10,10,15,13,1,1,5,0,10,9
3,0,1,0,0,41,1,40,3,3,2,0,0,0,0,0,1,0,2,2,0,0,70,64,45,45,3,1,0,0,10,9,11,9,0,0,6,0,10,8
3,0,0,0,0,54,3,52,5,4,1,0,1,0,0,0,5,1,0,0,0,0,100,89,71,68,6,1,0,0,8,7,13,12,1,1,4,1,7,4
3,1,1,0,0,63,0,49,3,3,3,0,0,0,0,0,3,3,0,0,0,0,101,95,75,72,2,0,0,0,11,11,12,12,0,0,7,1,11,9
0,0,1,0,0,93,4,53,8,7,2,0,4,1,0,0,8,2,0,0,0,0,147,138,103,100,8,5,0,0,12,12,23,20,1,1,7,0,17,14
3,1,0,0,0,63,1,48,6,5,4,0,2,1,0,0,5,3,1,1,0,0,98,91,75,72,3,1,0,0,6,6,14,12,0,0,6,3,12,9
3,0,0,0,0,75,3,48,9,8,4,0,2,0,0,0,9,4,0,0,0,0,119,108,86,81,4,1,0,0,11,11,18,15,0,0,6,1,13,13
0,1,0,0,0,56,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,89,67,63,4,2,0,0,9,9,14,14,1,1,4,0,8,7
3,1,0,0,1,58,3,48,4,2,1,0,1,0,0,0,3,1,1,0,0,0,88,82,61,59,6,2,0,0,13,13,8,8,0,0,4,0,12,8
0,1,1,0,1,58,0,44,1,1,0,0,0,0,0,0,1,0,0,0,0,0,80,75,50,48,2,1,1,1,13,13,14,12,0,0,4,0,12,12
3,0,0,0,0,69,0,55,7,3,3,0,0,0,0,0,5,2,2,1,0,0,116,108,92,87,1,0,0,0,13,13,9,7,1,1,4,0,8,7
0,0,0,0,0,62,0,52,6,3,1,0,0,0,0,0,3,1,3,0,0,0,108,102,68,67,4,2,0,0,12,12,23,21,0,0,5,1,7,6
0,0,1,0,0,63,0,51,3,2,1,0,0,0,0,0,1,0,2,1,0,0,111,105,86,84,1,0,0,0,12,12,12,9,0,0,3,0,14,11
0,0,1,0,0,71,2,53,6,4,0,0,1,0,0,0,2,0,4,0,0,0,111,103,75,74,7,2,0,0,17,17,11,10,0,0,2,0,10,6
3,3,2,0,0,70,3,51,6,3,2,0,1,0,0,0,5,2,1,0,0,0,104,95,71,67,5,2,1,0,10,10,17,16,0,0,3,1,13,9
3,0,0,0,0,59,0,51,1,1,1,0,0,0,0,0,1,1,0,0,0,0,107,95,77,71,4,2,1,0,11,11,12,11,1,0,7,0,13,10
1,2,0,0,0,62,3,49,5,2,1,0,1,0,0,0,4,1,1,0,0,0,94,86,66,66,9,3,1,0,9,9,9,8,0,0,5,0,11,8
1,0,0,0,0,68,4,49,3,1,0,0,1,0,0,0,3,0,0,0,0,0,99,87,73,69,7,1,0,0,8,8,11,9,0,0,6,0,9,4
0,1,0,0,0,45,2,46,4,2,0,0,0,0,0,0,2,0,2,0,0,0,70,63,49,47,6,3,1,0,9,9,5,4,0,0,8,1,8,7
0,3,0,0,1,59,1,50,2,2,0,0,1,0,0,0,2,0,0,0,0,0,96,89,63,61,5,1,0,0,13,12,15,15,0,0,7,1,11,7
3,0,0,0,0,55,1,50,6,5,3,0,2,1,0,0,6,3,0,0,0,0,98,93,73,70,5,4,0,0,9,9,10,10,0,0,6,0,7,4
3,0,0,0,0,54,2,50,8,7,3,0,2,1,0,0,7,3,1,0,0,0,107,102,73,72,3,2,0,0,14,13,17,15,0,0,3,0,7,6
3,2,0,0,1,62,1,47,3,1,1,0,0,0,0,0,3,1,0,0,0,0,83,76,47,45,6,3,1,0,16,16,13,12,0,0,7,1,12,8
0,1,0,0,0,54,0,47,2,1,1,1,0,0,0,0,0,1,1,0,0,0,91,84,65,63,5,2,0,0,6,6,14,12,1,1,10,3,9,5
3,1,0,0,1,84,1,51,7,4,2,0,1,0,0,0,6,2,1,0,0,0,135,123,92,86,5,2,0,0,22,21,13,13,2,1,9,1,11,9
0,1,1,0,0,71,0,52,3,2,2,0,0,0,0,0,1,1,2,1,0,0,101,96,73,72,2,1,0,0,12,11,13,12,1,0,8,0,9,6
3,2,0,0,0,58,1,53,5,5,3,0,0,0,0,0,3,3,2,0,0,0,102,93,60,57,5,3,0,0,18,18,19,15,0,0,6,0,7,6
3,1,0,0,0,46,1,49,5,4,2,0,1,0,0,0,4,2,1,0,0,0,76,71,52,50,3,1,0,0,6,6,14,13,1,1,8,1,6,3
0,1,0,0,0,60,0,45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,89,82,59,58,5,2,1,0,9,8,15,14,0,0,7,0,12,8
0,1,1,0,0,49,1,40,4,3,1,0,1,1,0,0,2,1,2,0,0,0,75,68,49,47,7,6,1,0,8,8,10,7,0,0,13,2,10,8
0,2,2,0,0,68,2,46,3,1,1,0,0,0,0,0,2,1,1,0,0,0,120,106,90,87,7,1,0,0,10,9,11,7,2,2,11,0,17,12
0,0,0,0,0,49,0,43,1,1,1,0,0,0,0,0,1,1,0,0,0,0,71,66,60,57,3,2,1,0,2,2,5,5,0,0,7,1,10,7
0,0,0,0,0,66,1,49,3,2,0,0,0,0,0,0,2,0,1,0,0,0,95,86,66,64,6,2,0,0,12,12,11,8,0,0,3,0,6,4
3,0,0,0,0,84,5,61,8,5,2,0,1,0,0,0,6,2,2,0,0,0,130,122,93,89,5,3,0,0,17,16,15,14,0,0,4,1,7,5
3,2,2,0,1,86,2,51,7,3,2,0,1,1,0,0,7,2,0,0,0,0,134,127,98,95,7,5,0,0,9,9,20,18,0,0,9,0,16,10
0,0,1,0,0,50,3,48,9,4,0,0,3,0,0,0,7,0,2,0,0,0,89,81,51,50,13,7,1,1,12,12,12,11,0,0,4,1,15,12
0,0,0,0,0,49,2,47,2,2,1,0,0,0,0,0,2,1,0,0,0,0,80,72,55,53,5,2,0,0,6,6,14,11,0,0,11,3,6,5
3,0,0,0,0,103,3,54,7,6,0,0,0,0,0,0,6,0,1,0,0,0,146,135,109,108,9,3,1,1,16,13,10,9,1,1,1,0,14,11
3,0,0,0,0,46,1,41,2,1,1,0,0,0,0,0,0,0,2,1,0,0,73,69,48,47,3,1,0,0,7,7,15,14,0,0,6,2,12,7
0,2,0,0,2,94,4,56,5,4,1,0,1,0,0,0,4,0,1,1,0,0,148,137,107,104,8,4,0,0,15,14,17,15,0,0,1,0,15,12
0,0,0,0,0,53,0,44,2,2,2,0,1,1,0,0,2,2,0,0,0,0,78,74,52,51,4,2,0,0,9,9,12,11,1,1,7,1,8,7
3,1,0,0,1,64,3,52,4,3,2,0,1,1,0,0,4,2,0,0,0,0,104,98,80,80,7,2,1,0,6,6,10,10,0,0,4,1,8,6
0,1,0,0,0,58,1,47,3,3,0,0,0,0,0,0,2,0,1,0,0,0,87,80,51,51,7,3,1,0,13,13,14,13,0,0,4,1,9,5
0,0,0,0,0,57,3,53,4,3,1,0,1,1,0,0,4,1,0,0,0,0,111,102,74,72,8,4,0,0,16,14,12,11,1,1,4,0,8,6
0,1,0,0,0,56,1,44,2,2,1,0,0,0,0,0,2,1,0,0,0,0,86,77,60,57,5,1,0,0,11,11,9,8,0,0,10,2,5,3
0,0,0,0,0,59,0,50,2,0,0,0,0,0,1,0,1,0,1,0,0,0,94,88,72,71,3,0,0,0,9,8,9,8,1,1,9,0,8,6
0,0,1,0,0,61,0,46,3,2,0,0,0,0,0,0,3,0,0,0,0,0,83,77,56,54,3,1,0,0,10,10,14,12,0,0,4,1,10,7
0,1,0,0,0,54,2,49,5,5,2,0,2,0,0,0,3,1,2,1,0,0,100,91,70,67,6,3,1,0,8,8,15,13,0,0,7,1,8,4
3,0,0,0,0,60,0,48,6,4,1,0,1,0,0,0,5,0,1,1,0,0,88,82,65,64,7,4,0,0,8,7,7,7,0,0,1,0,10,8
0,3,0,0,0,54,2,48,5,3,0,0,1,0,0,0,4,0,1,0,0,0,78,69,50,50,9,2,0,0,4,4,14,12,1,1,4,0,11,5
3,0,0,0,0,60,4,44,3,3,0,0,1,0,0,0,3,0,0,0,0,0,93,84,65,64,7,2,0,0,7,7,13,11,0,0,7,0,12,10
0,5,1,0,0,53,1,45,2,1,0,0,0,0,0,0,1,0,1,0,0,0,83,73,58,55,5,1,1,0,12,12,7,5,0,0,8,1,11,7
0,1,0,0,0,64,2,48,5,3,2,0,0,0,0,0,3,1,2,1,0,0,110,101,75,75,7,1,1,0,15,14,12,11,0,0,6,1,2,2
0,1,0,0,1,54,2,48,3,2,0,0,0,0,0,0,3,0,0,0,0,0,88,76,58,54,7,2,1,0,6,6,16,14,0,0,10,1,9,6
0,1,0,0,1,62,1,50,6,3,1,0,0,0,1,0,4,1,2,0,0,0,99,91,71,71,4,0,0,0,8,8,15,12,0,0,6,0,11,8
3,2,0,0,0,62,2,48,3,2,1,0,0,0,0,0,3,1,0,0,0,0,102,95,66,64,2,0,1,0,14,14,19,17,0,0,7,0,13,6
3,0,0,0,0,58,1,48,6,5,2,0,1,0,0,0,5,1,1,1,0,0,86,83,58,57,4,3,0,0,11,10,13,13,0,0,7,1,14,9
0,1,1,0,0,65,4,55,8,7,3,0,2,0,0,0,5,1,3,2,0,0,94,82,67,65,8,1,1,0,9,8,9,8,0,0,5,1,10,6
3,0,0,0,0,58,0,47,3,2,1,0,0,0,0,0,3,1,0,0,0,0,91,88,57,57,3,2,0,0,8,8,23,21,0,0,3,0,7,5
1,0,0,0,0,70,0,57,3,3,1,0,0,0,0,0,3,1,0,0,0,0,110,104,79,79,1,0,3,2,9,8,16,15,1,0,7,2,13,11
3,0,0,0,0,62,1,53,2,1,1,0,0,0,0,0,2,1,0,0,0,0,96,86,71,69,5,2,1,0,8,8,8,7,0,0,3,1,11,7
3,1,0,0,0,64,1,46,4,4,2,0,1,1,0,0,4,2,0,0,0,0,100,93,73,72,6,4,0,0,12,11,9,6,0,0,2,1,12,7
3,2,1,0,0,64,1,53,5,3,2,0,0,0,0,0,4,2,1,0,0,0,92,86,62,60,6,4,1,0,11,10,12,12,0,0,6,1,8,8
0,3,1,0,1,58,0,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,95,68,67,3,1,0,0,12,12,15,14,1,1,6,0,13,6
1,0,1,0,0,68,0,51,1,1,1,0,0,0,0,0,1,1,0,0,0,0,95,90,65,63,4,2,0,0,12,12,14,13,0,0,4,0,10,9
3,2,1,0,0,40,2,41,10,8,5,0,1,0,0,0,6,4,4,1,0,0,58,49,32,32,12,6,2,1,3,3,8,6,1,1,4,0,13,9
0,1,0,0,0,61,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,95,69,66,3,1,1,0,16,16,15,11,2,1,10,0,11,10
1,1,0,0,0,57,0,49,5,3,2,0,0,0,0,0,3,1,2,1,0,0,84,82,61,61,3,1,0,0,10,10,10,10,0,0,7,1,15,11
0,4,0,0,2,36,6,40,7,5,0,0,2,0,0,0,6,0,1,0,0,0,59,48,34,33,10,2,0,0,9,9,6,4,0,0,11,2,11,7
0,0,0,0,0,55,3,49,6,2,0,0,0,0,0,0,3,0,3,0,0,0,94,85,69,65,3,0,0,0,12,10,10,10,0,0,5,1,9,7
3,0,0,0,0,48,1,44,3,2,1,0,0,0,0,0,2,1,1,0,0,0,78,72,59,56,2,0,0,0,7,7,10,9,0,0,2,0,8,6
3,1,0,0,0,70,2,55,10,8,3,0,0,0,0,0,6,1,4,2,0,0,94,87,71,68,5,1,0,0,6,6,12,12,0,0,6,0,11,8
3,1,0,0,1,80,0,56,5,5,4,0,1,1,0,0,4,2,1,2,0,0,129,123,100,96,6,5,0,0,16,15,7,7,0,0,6,1,11,6
1,0,0,0,0,63,0,53,2,1,1,0,1,1,0,0,2,1,0,0,0,0,114,108,87,85,1,1,0,0,8,8,16,13,1,1,7,1,14,10
3,2,0,0,0,69,3,53,5,2,1,0,0,0,0,0,3,0,1,1,0,0,107,98,69,66,7,3,0,0,12,12,18,16,1,1,5,0,10,9
0,1,0,0,0,69,2,52,4,3,1,0,1,0,0,0,3,1,0,0,1,0,91,81,63,60,7,2,1,0,8,8,11,10,1,1,8,0,5,5
0,0,0,0,0,58,1,49,3,1,1,1,1,0,0,0,1,0,2,1,0,0,105,98,79,76,6,3,0,0,6,5,14,14,0,0,4,1,6,6
0,1,0,0,0,61,1,47,4,2,1,0,1,0,0,0,3,1,1,0,0,0,99,86,63,59,4,0,2,2,15,12,15,13,0,0,4,0,14,10
3,1,0,0,1,67,2,52,6,4,2,0,1,0,0,0,3,1,3,1,0,0,104,98,74,73,5,2,0,0,9,9,16,14,0,0,6,0,14,12
3,0,0,0,0,66,4,57,4,4,1,0,1,0,0,0,4,1,0,0,0,0,117,106,84,83,8,3,2,0,9,9,14,11,0,0,2,0,7,4
0,0,1,0,0,44,0,44,4,2,0,0,0,0,0,0,3,0,1,0,0,0,77,74,55,54,4,3,0,0,6,6,12,11,0,0,10,3,7,6
3,1,1,0,0,54,2,51,6,4,1,0,2,0,0,0,5,1,1,0,0,0,90,85,59,58,6,4,0,0,12,12,11,10,1,1,2,0,11,9
3,0,1,0,0,60,0,47,3,3,2,0,0,0,0,0,3,2,0,0,0,0,86,83,68,68,1,1,0,0,6,6,11,8,0,0,10,1,11,10
0,0,0,0,0,80,1,61,2,2,0,1,0,0,0,0,1,0,1,0,0,0,145,137,109,108,6,3,1,0,14,13,14,13,0,0,5,1,9,7
0,1,0,0,0,54,0,50,5,3,1,0,0,0,0,0,5,1,0,0,0,0,84,78,64,62,4,1,0,0,8,8,8,7,0,0,4,1,8,5
1,2,1,0,0,63,2,54,5,5,2,0,0,0,0,0,4,2,0,0,0,0,122,112,88,86,5,2,0,0,8,7,17,15,3,2,8,1,5,5
0,0,0,0,0,60,0,47,2,1,0,0,0,0,0,0,1,0,1,0,0,0,89,84,67,64,3,2,0,0,6,6,13,12,0,0,2,0,11,10
3,1,0,0,1,43,5,46,7,5,2,0,2,0,0,0,5,1,2,1,0,0,97,89,63,61,11,5,1,1,4,4,18,18,0,0,6,1,12,9
0,0,0,0,0,56,0,45,4,1,1,0,0,0,0,0,3,1,1,0,0,0,80,76,58,57,2,0,0,0,8,8,12,11,0,0,4,0,11,8
0,2,1,0,1,57,2,48,3,1,0,0,0,0,1,0,2,0,1,0,0,0,85,78,60,59,6,1,0,0,10,10,9,8,0,0,7,1,12,9
3,1,0,0,1,61,0,51,2,2,2,0,0,0,0,0,0,0,2,2,0,0,107,99,77,75,3,1,0,0,12,12,14,11,0,0,2,0,6,5
0,1,0,0,0,52,3,50,7,6,1,0,3,0,0,0,7,1,0,0,0,0,95,87,68,67,7,2,1,0,9,9,10,9,0,0,8,1,6,5
3,0,0,0,0,52,0,49,8,5,1,0,1,0,0,0,4,0,3,0,1,1,98,94,65,65,3,2,1,1,13,13,16,13,0,0,7,0,6,6
0,1,0,0,1,60,3,49,7,4,0,0,1,0,0,0,7,0,0,0,0,0,90,77,61,60,10,1,1,0,4,3,13,12,1,1,4,1,6,4
0,2,0,0,0,81,1,51,5,3,2,0,1,0,0,0,4,1,0,0,1,1,130,125,94,93,4,2,2,2,13,13,16,14,1,1,10,1,20,16
3,1,0,0,0,85,2,58,6,5,3,0,1,0,0,0,4,3,2,0,0,0,129,118,95,94,6,1,0,0,15,14,11,9,0,0,8,0,9,9
0,1,0,0,0,62,2,45,7,5,1,0,1,1,0,0,6,1,1,0,0,0,97,89,75,74,4,0,0,0,8,7,10,8,0,0,6,1,11,8
3,1,0,0,0,53,3,48,4,3,1,0,0,0,0,0,3,1,1,0,0,0,97,90,70,69,7,2,0,0,7,7,11,11,1,1,7,2,9,7
3,2,0,0,0,65,0,51,3,2,2,0,0,0,0,0,3,2,0,0,0,0,104,97,73,72,4,1,0,0,12,12,15,12,0,0,2,1,11,6
3,1,0,0,0,63,1,52,6,5,3,0,0,0,0,0,5,2,1,1,0,0,99,87,74,70,7,1,0,0,8,8,9,8,0,0,3,0,7,5
3,0,0,0,0,56,0,45,4,4,4,0,0,0,0,0,4,4,0,0,0,0,82,78,53,52,3,3,3,2,6,6,17,15,0,0,6,1,12,8
0,1,0,0,0,93,2,55,4,1,0,0,1,0,0,0,3,0,1,0,0,0,153,141,107,106,6,2,1,0,17,16,21,17,0,0,7,0,13,12
3,1,1,0,0,81,2,50,4,4,2,0,0,0,0,0,3,1,0,0,1,1,130,119,89,87,6,0,0,0,13,13,22,19,0,0,6,1,11,8
3,0,0,0,0,48,0,44,4,2,2,0,1,0,0,0,2,1,2,1,0,0,70,63,46,45,5,2,0,0,3,3,16,13,0,0,4,1,12,9
3,0,1,0,0,45,0,48,3,3,2,0,1,1,0,0,2,1,0,0,1,1,78,71,48,47,4,3,0,0,12,11,12,10,1,0,6,1,6,4
1,1,0,0,0,55,2,46,4,1,0,0,0,0,1,0,2,0,2,0,0,0,86,79,56,55,5,2,2,2,8,8,14,12,0,0,4,1,14,10
3,0,0,0,0,62,1,55,6,5,4,0,1,0,0,0,4,2,1,1,1,1,109,104,83,82,6,4,0,0,8,8,11,9,1,1,3,0,8,6
1,0,0,0,0,70,0,55,3,1,1,0,1,1,0,0,3,1,0,0,0,0,97,90,69,66,4,2,0,0,11,11,12,10,1,1,4,0,11,9
0,3,1,0,1,52,0,45,3,3,2,0,1,0,0,0,3,2,0,0,0,0,89,79,59,55,4,2,0,0,13,12,13,10,0,0,6,0,11,10
3,2,0,0,1,68,2,54,8,7,3,0,0,0,0,0,7,3,1,0,0,0,101,97,67,67,4,2,0,0,12,11,18,17,0,0,4,0,8,5
0,3,1,0,1,57,1,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,98,89,74,73,7,3,0,0,6,4,11,9,0,0,5,2,9,5
3,0,0,0,0,57,1,46,6,6,5,0,0,0,0,0,5,5,0,0,0,0,80,78,53,53,3,2,0,0,8,8,16,15,0,0,1,0,9,8
0,1,0,0,1,55,1,43,3,0,0,0,0,0,0,0,1,0,2,0,0,0,90,83,64,60,4,2,1,0,10,10,11,11,0,0,5,0,7,6
